text prompt,class name,random seed
"A stunning coucal against a vibrant backdrop of green foliage, blending seamlessly with its environment.",coucal,86925
"A bee eater perched on a tree branch, ready for its next meal.",bee eater,74649
"A beautiful bee eater in vibrant colors, catching the attention of onlookers.",bee eater,43358
"A graceful bee eater in mid-flight, capturing the essence of its aerial hunting skills.",bee eater,83208
"A close-up of a bee eater, showcasing its striking plumage and sharp beak.",bee eater,36466
"A lone bee eater, blending harmoniously with its natural surroundings.",bee eater,23050
A colorful hornbill perched on a branch.,hornbill,33988
A magnificent hornbill spreading its wings in flight.,hornbill,98638
A close-up of a majestic hornbill with its vibrant beak.,hornbill,6299
A serene hornbill resting on a tree trunk.,hornbill,79671
A curious hornbill gazing directly at the camera.,hornbill,57948
A vibrant hummingbird perched on a delicate flower.,hummingbird,90683
A mesmerizing close-up of a hummingbird in mid-flight.,hummingbird,5921
A graceful hummingbird sipping nectar from a vibrant blossom.,hummingbird,97867
A breathtaking hummingbird displaying its colorful plumage.,hummingbird,92070
A tiny hummingbird poised delicately on a slender branch.,hummingbird,22632
A colorful jacamar perched on a tree branch.,jacamar,72533
A beautiful jacamar displaying its vibrant feathers.,jacamar,39039
A curious jacamar exploring its surroundings.,jacamar,73435
A majestic jacamar spreading its wings.,jacamar,9798
A graceful jacamar resting on a leafy branch.,jacamar,56208
A colorful toucan perched on a branch.,toucan,47788
A majestic toucan displaying its vibrant feathers.,toucan,50879
A curious toucan exploring its tropical habitat.,toucan,94055
A close-up of a toucan with its distinctive beak.,toucan,71798
"A graceful toucan resting on a tree, blending perfectly with nature.",toucan,78835
Drake gracefully soaring through the sky.,drake,35072
A majestic drake peacefully gliding on calm waters.,drake,59104
A vibrant drake perched on a tree branch.,drake,62181
An elegant drake spread its colorful wings in flight.,drake,51155
A curious drake emerges from the depths of a tranquil pond.,drake,46285
A red-breasted merganser gracefully gliding across the water.,red-breasted merganser,17042
A beautiful red-breasted merganser perched on a rock.,red-breasted merganser,29487
A stunning red-breasted merganser taking flight.,red-breasted merganser,2531
A close-up shot of a captivating red-breasted merganser.,red-breasted merganser,75155
A vibrant red-breasted merganser exploring its surroundings.,red-breasted merganser,66771
A graceful goose swimming in a calm pond.,goose,958
A curious goose exploring a grassy field.,goose,72368
A handsome goose standing tall in a peaceful meadow.,goose,21483
A charming goose waddling along a serene riverbank.,goose,26177
A magnificent goose taking flight against a clear blue sky.,goose,14620
A majestic black swan gliding across a tranquil lake.,black swan,46683
A stunning black swan gracefully spreading its wings.,black swan,11306
An elegant black swan reflecting its beauty in still waters.,black swan,33390
A solitary black swan floating serenely in a moonlit pond.,black swan,80801
A graceful black swan captivating the viewer with its allure.,black swan,5190
A magnificent tusker standing tall in the African savannah.,tusker,37733
A lone tusker peacefully grazing in the lush green meadow.,tusker,35128
A majestic tusker elegantly moving through the dense jungle.,tusker,74022
An awe-inspiring tusker bathing in a sparkling river.,tusker,55
A graceful tusker proudly displaying its impressive tusks.,tusker,60154
A curious echidna exploring its natural habitat.,echidna,93388
An adorable echidna taking a peaceful rest in the brush.,echidna,29556
A playful echidna sniffing its surroundings with curiosity.,echidna,35673
A spiky echidna calmly roaming in search of food.,echidna,87850
An enchanting echidna captured in its solitary charm.,echidna,9622
A cute platypus swimming peacefully in clear blue water.,platypus,2420
A playful platypus exploring its habitat in a serene river.,platypus,20743
An adorable platypus peeking out from its cozy burrow.,platypus,99914
A curious platypus diving underwater to catch its prey.,platypus,506
A unique platypus resting amongst lush green vegetation.,platypus,89974
A cute wallaby nibbling on grass in the wild.,wallaby,2213
A playful wallaby hopping across the rugged terrain.,wallaby,65323
A curious wallaby peering out from behind a tree.,wallaby,23323
An adorable wallaby lounging in the shade.,wallaby,90563
A majestic wallaby standing tall against the backdrop of the Australian outback.,wallaby,36288
A cute koala perched on a eucalyptus tree.,koala,21369
A sleepy koala snuggling on a branch.,koala,62220
An adorable koala munching on eucalyptus leaves.,koala,44294
A curious koala peeking out of its tree hollow.,koala,12146
A fuzzy koala taking a nap in the Australian bush.,koala,51832
A cute wombat peering out from its burrow in the grassy plains.,wombat,55952
A sleepy wombat stretching out in a cozy underground den.,wombat,33190
A curious wombat nibbling on some fresh eucalyptus leaves.,wombat,67239
A playful wombat rolling around in the muddy forest floor.,wombat,763
A contented wombat basking in the warm afternoon sun.,wombat,27654
A graceful jellyfish drifting through vibrant coral reefs.,jellyfish,90848
A translucent jellyfish dancing in the deep blue sea.,jellyfish,4938
A mesmerizing jellyfish gliding through an underwater wonderland.,jellyfish,68945
A jellyfish with long tentacles gracefully floating in the ocean.,jellyfish,73177
A beautiful jellyfish pulsating in the darkness of the deep sea.,jellyfish,44550
A beautiful sea anemone swaying gracefully in the ocean currents.,sea anemone,64846
A vibrant sea anemone displaying its colorful tentacles.,sea anemone,99002
A mesmerizing sea anemone dancing in the deep blue sea.,sea anemone,86572
A delicate sea anemone delicately resting on the ocean floor.,sea anemone,93576
An enchanting sea anemone showcasing its unique shape and stunning colors.,sea anemone,90618
A brain coral resting peacefully on the ocean floor.,brain coral,61321
The intricate patterns of a brain coral in vivid detail.,brain coral,78156
A close-up of a brain coral showcasing its unique texture.,brain coral,6591
The vibrant colors of a brain coral shining underwater.,brain coral,85222
A beautifully formed brain coral standing out in a sea of blue.,brain coral,93152
A flatworm resting peacefully on a leaf.,flatworm,44429
A close-up of a flatworm crawling on the ground.,flatworm,45994
A vibrant flatworm gracefully swimming in the water.,flatworm,71160
A curious flatworm exploring its surroundings.,flatworm,58850
A beautiful flatworm showcasing its unique color pattern.,flatworm,8
"A nematode wriggling through soil, busy at work.",nematode,42587
"A close-up of a nematode, showcasing its slender body.",nematode,80875
A tiny nematode moving gracefully in its watery habitat.,nematode,24381
"A microscopic view of a nematode, revealing its unique structure.",nematode,62555
A solitary nematode exploring the dark depths of the earth.,nematode,84150
A pristine conch shell glistening in the sunlight.,conch,95672
The delicate beauty of a conch shell on a sandy beach.,conch,10584
"A lone conch, a treasure from the deep blue sea.",conch,36934
"The mesmerizing spiral of a conch shell, nature's artwork.",conch,63239
"A conch shell, a quiet reminder of the ocean's mysteries.",conch,47366
A snail slowly making its way across a mossy rock.,snail,7703
A tiny snail inching its way through a field of green grass.,snail,75774
A curious snail exploring the intricate patterns on a tree trunk.,snail,91922
A snail gracefully gliding along a shiny wet surface after a rain shower.,snail,38488
A little snail curiously poking its head out of its shell in a garden bed.,snail,58457
A slimy slug gliding over a wet leaf.,slug,49937
A tiny slug exploring a damp garden bed.,slug,97521
A brown slug inching its way across a stone pathway.,slug,51383
A curious slug leaving a slime trail on a fallen log.,slug,22301
A small slug blending into the lush green moss on a tree trunk.,slug,19653
A sea slug gliding gracefully through vibrant coral reefs.,sea slug,88997
A whimsical sea slug exploring the ocean's depths.,sea slug,41970
A colorful sea slug glistening in the sunlit sea.,sea slug,26097
A tiny sea slug navigating the vast blue expanse.,sea slug,23970
A mesmerizing sea slug showcasing its stunning patterns and textures.,sea slug,92825
A chiton resting peacefully on a rocky shoreline.,chiton,53287
